date,ikk_expectation,ikk_present,ikk_gap
2022-02-01,130.7966502,95.46282354,35.333826659999986
2022-03-01,128.0690083,93.91414336,34.15486494000001
2022-04-01,127.24917971,98.88673409,28.362445620000003
2022-05-01,141.47228774,116.40332753,25.068960210000014
2022-06-01,141.81022793,114.51080062,27.29942731
2022-07-01,135.46212642,110.94724569,24.51488073
2022-08-01,137.74363565,111.69072279,26.052912859999992
2022-09-01,126.09601897,108.30761237,17.788406600000002
2022-10-01,128.25886683,112.33277321,15.926093619999989
2022-11-01,127.87619251,110.25104774,17.62514476999999
2022-12-01,127.29972134,112.44762361,14.852097730000011
2023-01-01,133.92211773,112.08262433,21.839493399999995
2023-02-01,132.48625104,112.35306447,20.133186570000007
2023-03-01,133.50964465,113.11022096,20.399423690000006
2023-04-01,135.49301032,116.61342895,18.879581369999997
2023-05-01,137.79191947,118.88660144,18.905318030000004
2023-06-01,137.46202324,116.79245106,20.669572180000003
2023-07-01,133.23692367,113.75956575,19.477357920000017
2023-08-01,135.03275432,115.46503891,19.567715410000005
2023-09-01,131.26332526,112.15064884,19.112676419999985
2023-10-01,134.19067725,114.38365397,19.807023279999996
2023-11-01,134.1988503,112.97090018,21.227950120000003
2023-12-01,133.91970108,113.62567686,20.29402422000001
2024-01-01,134.45789538,115.64142676,18.816468619999995
2024-02-01,135.27683733,110.94632449,24.33051284000001
2024-03-01,133.83639256,113.80342856,20.032964000000007
2024-04-01,135.99509881,119.39597077,16.599128039999997
2024-05-01,135.03310731,115.41412006,19.61898724999999
2024-06-01,133.75727029,112.91964184,20.83762845000001
2024-07-01,133.31463633,113.52693984,19.787696490000016
2024-08-01,134.92928655,113.95819852,20.971088030000004
2024-09-01,133.14879071,113.9054396,19.243351109999992
2024-10-01,132.3583475,109.87885032,22.47949718000001
2024-11-01,138.25039186,113.47447908,24.775912780000013
2024-12-01,139.45358354,115.95221158,23.501371960000014
2025-01-01,140.82159578,113.51741841,27.30417736999999
2025-02-01,138.6925068,114.18228381,24.51022298999999
2025-03-01,131.69396588,110.57172503,21.12224085000001
2025-04-01,129.80254437,113.65303665,16.14950771999999
2025-05-01,129.00790144,105.98236839,23.025533050000007
2025-06-01,128.88082153,106.7224625,22.158359029999986
2025-07-01,129.61827389,106.57622662,23.042047270000012
2025-08-01,129.23377806,105.0829889,24.150789159999988
2025-09-01,127.20676669,102.71019398,24.496572709999995
2025-10-01,133.35101772,109.08093386,24.270083859999986
2025-11-01,136.55079351,111.50326593,25.047527580000008
