date,tipe,provinsi,kabupaten,nilai_idr_bn
1990-03-01,Foreign,Banten,Serang,206.8946
1990-03-01,Foreign,Banten,Tangerang,7.0211
1990-03-01,Foreign,Central Java,Demak,3.263
1990-03-01,Foreign,East Java,Gresik,26.9531
1990-03-01,Foreign,East Java,Kediri,52.0829
1990-03-01,Foreign,East Java,Sidoarjo,2.8999
1990-03-01,Foreign,North Sumatera,Deli Serdang,1.5628
1990-03-01,Foreign,South Sulawesi,Bulukumba,0.5263
1990-03-01,Foreign,South Sulawesi,Tana Toraja,6.28
1990-03-01,Foreign,South Sumatera,Musi Rawas,2.3107
1990-03-01,Foreign,West Java,Bandung,10.256
1990-03-01,Foreign,West Java,Bekasi,9.169
1990-03-01,Foreign,West Java,Karawang,0.495
1990-06-01,Foreign,Banten,Serang,3.5
1990-06-01,Foreign,West Java,Bogor,10.742
1990-06-01,Foreign,West Java,Indramayu,0.9184
1990-09-01,Foreign,Aceh,East Aceh,0.0051
1990-09-01,Foreign,Bali,Badung,3.636
1990-09-01,Foreign,Banten,Tangerang,5.8738
1990-09-01,Foreign,Central Kalimantan,West Kotawaringin,1.565
1990-09-01,Foreign,East Java,Sidoarjo,4.3
1990-09-01,Foreign,South East Sulawesi,Buton,1.0
1990-09-01,Foreign,West Java,Bandung,1.873
1990-09-01,Foreign,West Java,Bogor,6.9235
1990-09-01,Foreign,West Java,Purwakarta,0.8454
1990-12-01,Foreign,Banten,Tangerang,11.4024
1990-12-01,Foreign,East Java,Gresik,2.916
1990-12-01,Foreign,East Java,Pasuruan,2.0541
1990-12-01,Foreign,North Sumatera,Deli Serdang,1.5488
1990-12-01,Foreign,West Java,Purwakarta,8.0
1991-03-01,Foreign,Banten,Serang,6.9028
1991-03-01,Foreign,Banten,Tangerang,57.2321
1991-03-01,Foreign,Central Java,Banyumas,0.4
1991-03-01,Foreign,East Java,Sidoarjo,3.3249
1991-03-01,Foreign,North Sumatera,Labuhanbatu,0.3206
1991-03-01,Foreign,West Java,Bandung,7.8112
1991-03-01,Foreign,West Java,Bekasi,19.5096
1991-03-01,Foreign,West Java,Bogor,3.5645
1991-03-01,Foreign,West Java,Karawang,1.5846
1991-06-01,Foreign,Banten,Serang,42.6421
1991-06-01,Foreign,Banten,Tangerang,24.415
1991-06-01,Foreign,Central Java,Sukoharjo,20.557
1991-06-01,Foreign,Central Kalimantan,West Kotawaringin,8.1195
1991-06-01,Foreign,East Java,Pasuruan,2.193
1991-06-01,Foreign,East Java,Sidoarjo,3.754
1991-06-01,Foreign,North Sumatera,Deli Serdang,0.5109
1991-06-01,Foreign,South Kalimantan,Kotabaru,0.192
1991-06-01,Foreign,South West Papua,Sorong,1.5987
1991-06-01,Foreign,West Java,Bandung,1.3842
1991-06-01,Foreign,West Java,Bekasi,2.8353
1991-06-01,Foreign,West Java,Bogor,1.325
1991-06-01,Foreign,West Java,Karawang,32.0282
1991-06-01,Foreign,West Java,Sukabumi,1.0
1991-09-01,Foreign,Banten,Serang,0.37
1991-09-01,Foreign,Banten,Tangerang,40.0727
1991-09-01,Foreign,East Java,Mojokerto,1.8916
1991-09-01,Foreign,East Java,Probolinggo,0.0121
1991-09-01,Foreign,East Nusa Tenggara,Manggarai,1.3944
1991-09-01,Foreign,South Sumatera,Banyuasin,1.908
1991-09-01,Foreign,West Java,Bandung,1.2105
1991-09-01,Foreign,West Java,Bekasi,30.8827
1991-09-01,Foreign,West Java,Bogor,10.3152
1991-09-01,Foreign,West Java,Purwakarta,1.0
1991-09-01,Foreign,West Sumatera,Padang Pariaman,0.2817
1991-12-01,Foreign,Banten,Tangerang,41.3543
1991-12-01,Foreign,Central Java,Batang,21.7497
1991-12-01,Foreign,Central Java,Cilacap,0.0125
1991-12-01,Foreign,East Java,Pasuruan,7.55
1991-12-01,Foreign,East Java,Probolinggo,2.09
1991-12-01,Foreign,East Java,Situbondo,2.2325
1991-12-01,Foreign,West Java,Bandung,1.8773
1991-12-01,Foreign,West Java,Bekasi,13.705
1991-12-01,Foreign,West Java,Bogor,2.4434
1991-12-01,Foreign,West Java,Karawang,4.1
1991-12-01,Foreign,West Java,Purwakarta,36.67
1992-03-01,Foreign,Banten,Tangerang,28.9681
1992-03-01,Foreign,Central Java,Boyolali,0.85
1992-03-01,Foreign,Central Java,Demak,4.8805
1992-03-01,Foreign,Central Java,Semarang,0.1188
1992-03-01,Foreign,East Java,Mojokerto,39.158
1992-03-01,Foreign,East Java,Pasuruan,0.391
1992-03-01,Foreign,East Java,Probolinggo,0.0001
1992-03-01,Foreign,East Java,Sidoarjo,4.2
1992-03-01,Foreign,South Kalimantan,Tanah Laut,2.0375
1992-03-01,Foreign,West Java,Bandung,7.3731
1992-03-01,Foreign,West Java,Bekasi,8.7808
1992-03-01,Foreign,West Java,Bogor,18.2539
1992-03-01,Foreign,West Java,Purwakarta,31.3174
1992-06-01,Foreign,Banten,Tangerang,4.305
1992-06-01,Foreign,Central Java,Semarang,2.1
1992-06-01,Foreign,East Java,Gresik,2.0113
1992-06-01,Foreign,East Java,Pasuruan,747.8834
1992-06-01,Foreign,North Maluku,Morotai Island,1.0
1992-06-01,Foreign,North Sumatera,Labuhanbatu,16.4984
1992-06-01,Foreign,North Sumatera,Simalungun,6.4438
1992-06-01,Foreign,Papua,Jayapura,0.9433
1992-06-01,Foreign,South Kalimantan,Barito Kuala,9.9257
1992-06-01,Foreign,West Java,Bekasi,63.351
1992-06-01,Foreign,West Java,Bogor,4.161
1992-06-01,Foreign,West Java,Karawang,1.0896
1992-06-01,Foreign,West Java,Purwakarta,3.2857
1992-06-01,Foreign,West Nusa Tenggara,Dompu,0.6273
1992-09-01,Foreign,Banten,Tangerang,5.6825
1992-09-01,Foreign,Central Kalimantan,West Kotawaringin,9.8515
1992-09-01,Foreign,East Java,Jember,1.1418
1992-09-01,Foreign,East Java,Sidoarjo,2.4968
1992-09-01,Foreign,North Sumatera,Asahan,62.7533
1992-09-01,Foreign,West Java,Bandung,1.5599
1992-09-01,Foreign,West Java,Bekasi,13.4848
1992-09-01,Foreign,West Java,Bogor,2.819
1992-09-01,Foreign,West Java,Purwakarta,20.2261
1992-09-01,Foreign,West Java,Tasikmalaya,0.307
1992-09-01,Foreign,West Sumatera,Solok,1.85
1992-12-01,Foreign,Banten,Tangerang,103.0857
1992-12-01,Foreign,East Java,Pasuruan,107.809
1992-12-01,Foreign,East Java,Sidoarjo,6.708
1992-12-01,Foreign,North Sumatera,Labuhanbatu,20.718
1992-12-01,Foreign,Riau,Bengkalis,10.4343
1992-12-01,Foreign,South Kalimantan,Tanah Laut,1.9039
1992-12-01,Foreign,West Java,Bandung,0.9532
1992-12-01,Foreign,West Java,Bekasi,17.187
1992-12-01,Foreign,West Java,Bogor,47.8087
1993-03-01,Foreign,Bali,Badung,1.7994
1993-03-01,Foreign,Banten,Serang,115.771
1993-03-01,Foreign,Banten,Tangerang,5.8738
1993-03-01,Foreign,Central Java,Purbalingga,1.213
1993-03-01,Foreign,Central Java,Semarang,4.2893
1993-03-01,Foreign,Central Kalimantan,West Kotawaringin,0.9484
1993-03-01,Foreign,East Java,Pasuruan,5.695
1993-03-01,Foreign,South Kalimantan,Barito Kuala,4.2518
1993-03-01,Foreign,South Kalimantan,Kotabaru,6.8902
1993-03-01,Foreign,West Java,Bandung,1.996
1993-03-01,Foreign,West Java,Bekasi,46.873
1993-03-01,Foreign,West Java,Bogor,23.7358
1993-03-01,Foreign,West Java,Purwakarta,23.5
1993-03-01,Foreign,West Nusa Tenggara,West Lombok,4.3057
1993-06-01,Foreign,Banten,Tangerang,171.6639
1993-06-01,Foreign,East Java,Pasuruan,8.68
1993-06-01,Foreign,North Sumatera,Deli Serdang,2.1567
1993-06-01,Foreign,South Kalimantan,Barito Kuala,2.2766
1993-06-01,Foreign,West Java,Bandung,2.3121
1993-06-01,Foreign,West Java,Bekasi,1.1328
1993-06-01,Foreign,West Java,Bogor,2.0933
1993-06-01,Foreign,West Java,Karawang,4.857
1993-06-01,Foreign,West Kalimantan,Mempawah,1.3472
1993-09-01,Foreign,Banten,Serang,513.459
1993-09-01,Foreign,Banten,Tangerang,88.7511
1993-09-01,Foreign,East Java,Gresik,26.0903
1993-09-01,Foreign,East Java,Sidoarjo,5.056
1993-09-01,Foreign,North Sumatera,Deli Serdang,5.6699
1993-09-01,Foreign,West Java,Bandung,27.0551
1993-09-01,Foreign,West Java,Bekasi,6.1463
1993-09-01,Foreign,West Java,Bogor,31.711
1993-09-01,Foreign,West Java,Purwakarta,47.9196
1993-09-01,Foreign,West Java,Sukabumi,4.1493
1993-12-01,Foreign,Bangka Belitung,Bangka,1.049
1993-12-01,Foreign,Banten,Serang,47.888
1993-12-01,Foreign,Banten,Tangerang,88.048
1993-12-01,Foreign,East Java,Gresik,2.0159
1993-12-01,Foreign,East Java,Pasuruan,2.2835
1993-12-01,Foreign,East Java,Probolinggo,16.6765
1993-12-01,Foreign,East Java,Sidoarjo,6.1117
1993-12-01,Foreign,West Java,Bandung,7.8608
1993-12-01,Foreign,West Java,Bekasi,72.3327
1993-12-01,Foreign,West Java,Bogor,43.2972
1993-12-01,Foreign,West Java,Cirebon,19.6965
1993-12-01,Foreign,West Java,Karawang,5.0355
1994-03-01,Foreign,Bali,Badung,83.3186
1994-03-01,Foreign,Banten,Serang,49.6505
1994-03-01,Foreign,Banten,Tangerang,63.7231
1994-03-01,Foreign,Central Java,Boyolali,2.184
1994-03-01,Foreign,Central Java,Semarang,44.3926
1994-03-01,Foreign,East Java,Gresik,15.0912
1994-03-01,Foreign,East Java,Malang,0.799
1994-03-01,Foreign,East Java,Mojokerto,13.6354
1994-03-01,Foreign,East Java,Sidoarjo,7.643
1994-03-01,Foreign,East Nusa Tenggara,East Flores,1.1047
1994-03-01,Foreign,Lampung,East Lampung,4.3274
1994-03-01,Foreign,North Sulawesi,Minahasa,12.6375
1994-03-01,Foreign,Riau,Bengkalis,12.4463
1994-03-01,Foreign,West Java,Bandung,15.3516
1994-03-01,Foreign,West Java,Bekasi,105.804
1994-03-01,Foreign,West Java,Bogor,36.447
1994-03-01,Foreign,West Java,Karawang,48.0
1994-03-01,Foreign,West Java,Purwakarta,7.039
1994-03-01,Foreign,West Java,Subang,0.8042
1994-03-01,Foreign,West Java,Sukabumi,8.9972
1994-03-01,Foreign,West Sumatera,Padang Pariaman,2.0443
1994-06-01,Foreign,Aceh,West Aceh,23.161
1994-06-01,Foreign,Bali,Badung,148.5077
1994-06-01,Foreign,Bali,Tabanan,0.4138
1994-06-01,Foreign,Banten,Serang,375.0528
1994-06-01,Foreign,Banten,Tangerang,178.632
1994-06-01,Foreign,Central Java,Cilacap,0.0796
1994-06-01,Foreign,Central Java,Kendal,40.5757
1994-06-01,Foreign,Central Java,Semarang,2.4281
1994-06-01,Foreign,East Java,Gresik,15.8212
1994-06-01,Foreign,East Java,Mojokerto,1.9554
1994-06-01,Foreign,East Java,Pasuruan,23.596
1994-06-01,Foreign,East Java,Sidoarjo,52.7706
1994-06-01,Foreign,North Sumatera,Asahan,17.1816
1994-06-01,Foreign,North Sumatera,Deli Serdang,4.0
1994-06-01,Foreign,Papua,Biak Numfor,18.387
1994-06-01,Foreign,South East Sulawesi,Kendari,11.3662
1994-06-01,Foreign,South Kalimantan,Tanah Bumbu,0.9179
1994-06-01,Foreign,South Sumatera,Musi Banyuasin,2.7883
1994-06-01,Foreign,West Java,Bandung,23.8757
1994-06-01,Foreign,West Java,Bekasi,133.3069
1994-06-01,Foreign,West Java,Bogor,101.4108
1994-06-01,Foreign,West Java,Karawang,207.2885
1994-09-01,Foreign,Aceh,East Aceh,5.869
1994-09-01,Foreign,Bali,Badung,12.4785
1994-09-01,Foreign,Bali,Tabanan,0.5171
1994-09-01,Foreign,Banten,Tangerang,91.7396
1994-09-01,Foreign,Central Java,Semarang,3.25
1994-09-01,Foreign,Central Sulawesi,Banggai,8.983
1994-09-01,Foreign,East Java,Malang,1.7156
1994-09-01,Foreign,East Java,Mojokerto,3.6736
1994-09-01,Foreign,East Java,Pasuruan,17.0228
1994-09-01,Foreign,East Kalimantan,East Kutai,10000.0
1994-09-01,Foreign,Lampung,Central Lampung,15.783
1994-09-01,Foreign,South Sumatera,Musi Banyuasin,5.119
1994-09-01,Foreign,West Java,Bandung,10.8336
1994-09-01,Foreign,West Java,Bekasi,69.6275
1994-09-01,Foreign,West Java,Bogor,20.4455
1994-09-01,Foreign,West Java,Karawang,9.065
1994-09-01,Foreign,West Java,Purwakarta,131.6735
1994-09-01,Foreign,West Java,Sukabumi,0.25
1994-09-01,Foreign,West Papua,Fak Fak,42.948
1994-12-01,Foreign,Bali,Badung,2.1035
1994-12-01,Foreign,Banten,Serang,33.0576
1994-12-01,Foreign,Banten,Tangerang,123.5027
1994-12-01,Foreign,Central Java,Batang,8.625
1994-12-01,Foreign,Central Java,Pemalang,1.1393
1994-12-01,Foreign,Central Kalimantan,East Kotawaringin,2.5
1994-12-01,Foreign,DI Yogyakarta,Sleman,1.0
1994-12-01,Foreign,East Java,Pasuruan,14.948
1994-12-01,Foreign,East Java,Probolinggo,2.3673
1994-12-01,Foreign,East Java,Sidoarjo,8.3315
1994-12-01,Foreign,North Sumatera,Deli Serdang,6.8047
1994-12-01,Foreign,South Sulawesi,Gowa,3.8
1994-12-01,Foreign,West Java,Bandung,12.7056
1994-12-01,Foreign,West Java,Bekasi,180.6773
1994-12-01,Foreign,West Java,Bogor,32.4866
1994-12-01,Foreign,West Java,Karawang,4.8655
1994-12-01,Foreign,West Java,Purwakarta,3.8075
1994-12-01,Foreign,West Java,Sukabumi,0.5
1994-12-01,Foreign,West Java,Sumedang,2.7523
1995-03-01,Foreign,Banten,Serang,6.3284
1995-03-01,Foreign,Banten,Tangerang,94.255
1995-03-01,Foreign,DI Yogyakarta,Sleman,0.5
1995-03-01,Foreign,East Java,Banyuwangi,1.334
1995-03-01,Foreign,East Java,Gresik,12.7432
1995-03-01,Foreign,East Java,Kediri,2.5049
1995-03-01,Foreign,East Java,Mojokerto,2.9228
1995-03-01,Foreign,East Java,Pasuruan,24.0174
1995-03-01,Foreign,East Java,Sidoarjo,87.1665
1995-03-01,Foreign,North Sumatera,Deli Serdang,0.0084
1995-03-01,Foreign,North Sumatera,Langkat,0.0702
1995-03-01,Foreign,Riau,Bengkalis,349.048
1995-03-01,Foreign,South Sulawesi,Bulukumba,0.5263
1995-03-01,Foreign,West Java,Bandung,83.7439
1995-03-01,Foreign,West Java,Bekasi,176.1727
1995-03-01,Foreign,West Java,Bogor,10.0012
1995-03-01,Foreign,West Java,Karawang,27.6134
1995-03-01,Foreign,West Java,Purwakarta,40.1326
1995-03-01,Foreign,West Java,Subang,5.4186
1995-06-01,Foreign,Bali,Badung,4.55
1995-06-01,Foreign,Bali,Tabanan,2.18
1995-06-01,Foreign,Banten,Serang,23.3882
1995-06-01,Foreign,Banten,Tangerang,85.2158
1995-06-01,Foreign,East Java,Gresik,18.8347
1995-06-01,Foreign,East Java,Sidoarjo,1576.9245
1995-06-01,Foreign,North Sumatera,Asahan,9.2023
1995-06-01,Foreign,North Sumatera,Deli Serdang,0.2598
1995-06-01,Foreign,North Sumatera,Simalungun,0.565
1995-06-01,Foreign,South Sulawesi,Bulukumba,1.1406
1995-06-01,Foreign,South West Papua,Sorong,0.47
1995-06-01,Foreign,West Java,Bandung,31.5208
1995-06-01,Foreign,West Java,Bekasi,68.1996
1995-06-01,Foreign,West Java,Bogor,22.9863
1995-06-01,Foreign,West Java,Karawang,6.68
1995-06-01,Foreign,West Java,Sukabumi,5.639
1995-06-01,Foreign,West Papua,Fak Fak,100.0
1995-09-01,Foreign,Bali,Karangasem,5.5
1995-09-01,Foreign,Banten,Serang,1862.9477
1995-09-01,Foreign,Banten,Tangerang,14.5077
1995-09-01,Foreign,Central Kalimantan,East Kotawaringin,0.9038
1995-09-01,Foreign,East Java,Gresik,3.7073
1995-09-01,Foreign,East Java,Mojokerto,1.589
1995-09-01,Foreign,East Java,Pasuruan,13.1836
1995-09-01,Foreign,East Java,Sidoarjo,27.937
1995-09-01,Foreign,North Sumatera,Deli Serdang,2.821
1995-09-01,Foreign,North Sumatera,Karo,0.0724
1995-09-01,Foreign,North Sumatera,Labuhanbatu,4.94
1995-09-01,Foreign,West Java,Bandung,2.8507
1995-09-01,Foreign,West Java,Bekasi,33.2947
1995-09-01,Foreign,West Java,Bogor,44.794
1995-09-01,Foreign,West Java,Karawang,49.3787
1995-09-01,Foreign,West Java,Purwakarta,37.8
1995-09-01,Foreign,West Java,Sukabumi,0.8229
1995-12-01,Foreign,Aceh,West Aceh,23.161
1995-12-01,Foreign,Banten,Serang,29.0278
1995-12-01,Foreign,Banten,Tangerang,92.017
1995-12-01,Foreign,Central Java,Pati,0.8
1995-12-01,Foreign,Central Sulawesi,Poso,10.0
1995-12-01,Foreign,East Java,Gresik,1.2
1995-12-01,Foreign,East Java,Mojokerto,47.1752
1995-12-01,Foreign,East Java,Pasuruan,4.181
1995-12-01,Foreign,East Java,Sidoarjo,17.432
1995-12-01,Foreign,Lampung,East Lampung,0.0105
1995-12-01,Foreign,North Sumatera,Deli Serdang,60.9911
1995-12-01,Foreign,North Sumatera,North Tapanuli,484.9806
1995-12-01,Foreign,Riau,Bengkalis,256.542
1995-12-01,Foreign,Riau Islands,Bintan,20.5
1995-12-01,Foreign,West Java,Bandung,8.8979
1995-12-01,Foreign,West Java,Bekasi,79.9184
1995-12-01,Foreign,West Java,Bogor,30.5777
1995-12-01,Foreign,West Java,Indramayu,193.0
1995-12-01,Foreign,West Java,Karawang,79.436
1995-12-01,Foreign,West Java,Purwakarta,6.565
1995-12-01,Foreign,West Papua,Fak Fak,100.0
1996-03-01,Foreign,Bali,Badung,22.4775
1996-03-01,Foreign,Banten,Serang,307.5988
1996-03-01,Foreign,Banten,Tangerang,39.6975
1996-03-01,Foreign,East Java,Gresik,29.7175
1996-03-01,Foreign,East Java,Malang,8.3763
1996-03-01,Foreign,East Java,Pasuruan,3.764
1996-03-01,Foreign,East Java,Sidoarjo,66.9839
1996-03-01,Foreign,North Sumatera,Labuhanbatu,1.8455
1996-03-01,Foreign,South Kalimantan,Tanah Laut,2.1436
1996-03-01,Foreign,West Java,Bandung,0.6
1996-03-01,Foreign,West Java,Bekasi,373.5296
1996-03-01,Foreign,West Java,Bogor,32.538
1996-03-01,Foreign,West Java,Cianjur,0.5677
1996-03-01,Foreign,West Java,Karawang,46.485
1996-03-01,Foreign,West Java,Purwakarta,89.3788
1996-03-01,Foreign,West Java,Sumedang,2.7523
1996-06-01,Foreign,Banten,Serang,42.3361
1996-06-01,Foreign,Banten,Tangerang,55.5607
1996-06-01,Foreign,Central Java,Sukoharjo,17.189
1996-06-01,Foreign,East Java,Gresik,53.1373
1996-06-01,Foreign,East Java,Pasuruan,19.279
1996-06-01,Foreign,East Java,Probolinggo,6.7117
1996-06-01,Foreign,Lampung,Central Lampung,5.45
1996-06-01,Foreign,South West Papua,Sorong,2.778
1996-06-01,Foreign,West Java,Bandung,14.1012
1996-06-01,Foreign,West Java,Bekasi,173.1331
1996-06-01,Foreign,West Java,Bogor,11.3605
1996-06-01,Foreign,West Java,Indramayu,40.0
1996-06-01,Foreign,West Java,Karawang,7.3
1996-06-01,Foreign,West Java,Purwakarta,8.0343
1996-09-01,Foreign,Bali,Badung,193.485
1996-09-01,Foreign,Banten,Lebak,0.0197
1996-09-01,Foreign,Banten,Serang,172.0929
1996-09-01,Foreign,Banten,Tangerang,94.9343
1996-09-01,Foreign,Bengkulu,Muko Muko,46.339
1996-09-01,Foreign,Central Java,Batang,16.861
1996-09-01,Foreign,Central Java,Kendal,0.0104
1996-09-01,Foreign,DI Yogyakarta,Bantul,1.0467
1996-09-01,Foreign,East Java,Mojokerto,4.7572
1996-09-01,Foreign,East Java,Pasuruan,4.35
1996-09-01,Foreign,East Java,Probolinggo,0.0176
1996-09-01,Foreign,East Java,Sidoarjo,1.7965
1996-09-01,Foreign,East Nusa Tenggara,West Sumba,0.7716
1996-09-01,Foreign,Lampung,South Lampung,1.6586
1996-09-01,Foreign,North Sumatera,Deli Serdang,1.277
1996-09-01,Foreign,North Sumatera,Langkat,2.0793
1996-09-01,Foreign,Riau Islands,Bintan,97.768
1996-09-01,Foreign,South West Papua,Sorong,0.241
1996-09-01,Foreign,West Java,Bandung,1.2279
1996-09-01,Foreign,West Java,Bekasi,158.4859
1996-09-01,Foreign,West Java,Bogor,6.3938
1996-09-01,Foreign,West Java,Cirebon,0.1706
1996-09-01,Foreign,West Java,Karawang,65.2552
1996-09-01,Foreign,West Java,Purwakarta,7.9974
1996-09-01,Foreign,West Java,Sukabumi,0.4
1996-09-01,Foreign,West Papua,Fak Fak,151.92
1996-12-01,Foreign,Bali,Badung,0.2
1996-12-01,Foreign,Banten,Serang,20.2971
1996-12-01,Foreign,Banten,Tangerang,188.5693
1996-12-01,Foreign,Central Java,Klaten,1.1
1996-12-01,Foreign,Central Java,Sukoharjo,18.792
1996-12-01,Foreign,East Java,Gresik,11.8831
1996-12-01,Foreign,East Java,Malang,0.812
1996-12-01,Foreign,East Java,Mojokerto,1.1937
1996-12-01,Foreign,East Java,Pasuruan,4.8111
1996-12-01,Foreign,East Java,Sidoarjo,1.6374
1996-12-01,Foreign,Lampung,Central Lampung,22.646
1996-12-01,Foreign,North Sumatera,Deli Serdang,1.0
1996-12-01,Foreign,South East Sulawesi,Kolaka,0.3
1996-12-01,Foreign,South Kalimantan,Barito Kuala,4.2147
1996-12-01,Foreign,West Java,Bandung,3.7
1996-12-01,Foreign,West Java,Bekasi,51.7758
1996-12-01,Foreign,West Java,Bogor,16.5273
1996-12-01,Foreign,West Java,Cirebon,13.1575
1996-12-01,Foreign,West Java,Karawang,16.0285
1996-12-01,Foreign,West Java,Purwakarta,17.3493
1996-12-01,Foreign,West Java,Sukabumi,17.674
1996-12-01,Foreign,West Java,Sumedang,10.718
1996-12-01,Foreign,West Kalimantan,Mempawah,1.6323
1996-12-01,Foreign,West Sumatera,Padang Pariaman,1.145
1997-03-01,Foreign,Banten,Serang,23.0394
1997-03-01,Foreign,Banten,Tangerang,8.3076
1997-03-01,Foreign,Central Java,Cilacap,0.0161
1997-03-01,Foreign,Central Java,Semarang,9321.0
1997-03-01,Foreign,East Java,Jember,0.1111
1997-03-01,Foreign,East Java,Mojokerto,2.4157
1997-03-01,Foreign,East Java,Pasuruan,39.0
1997-03-01,Foreign,East Java,Sidoarjo,29.0218
1997-03-01,Foreign,South Sulawesi,Tana Toraja,0.03
1997-03-01,Foreign,South Sumatera,Musi Banyuasin,0.0727
1997-03-01,Foreign,West Java,Bandung,19.0545
1997-03-01,Foreign,West Java,Bekasi,125.5842
1997-03-01,Foreign,West Java,Bogor,40.352
1997-03-01,Foreign,West Java,Karawang,97.5297
1997-03-01,Foreign,West Java,Sukabumi,0.7684
1997-06-01,Foreign,Banten,Serang,240.9781
1997-06-01,Foreign,Banten,Tangerang,1.0802
1997-06-01,Foreign,Central Java,Semarang,2.1
1997-06-01,Foreign,Central Java,Wonosobo,2.197
1997-06-01,Foreign,East Java,Gresik,0.0017
1997-06-01,Foreign,East Java,Mojokerto,0.362
1997-06-01,Foreign,East Java,Pasuruan,46.3771
1997-06-01,Foreign,West Java,Bandung,8.8967
1997-06-01,Foreign,West Java,Bekasi,63.2247
1997-06-01,Foreign,West Java,Bogor,13.035
1997-06-01,Foreign,West Java,Karawang,8.7994
1997-06-01,Foreign,West Java,Purwakarta,35.577
1997-06-01,Foreign,West Nusa Tenggara,Central Lombok,4.226
1997-09-01,Foreign,Aceh,West Aceh,2.4492
1997-09-01,Foreign,Bali,Badung,0.25
1997-09-01,Foreign,Bali,Gianyar,1.95
1997-09-01,Foreign,Bali,Karangasem,0.125
1997-09-01,Foreign,Banten,Serang,78.4529
1997-09-01,Foreign,Banten,Tangerang,24.6153
1997-09-01,Foreign,Central Java,Boyolali,2.1
1997-09-01,Foreign,Central Java,Semarang,1.3018
1997-09-01,Foreign,East Java,Gresik,21.4575
1997-09-01,Foreign,East Java,Pasuruan,2.349
1997-09-01,Foreign,East Java,Sumenep,1.7335
1997-09-01,Foreign,East Nusa Tenggara,Kupang,1.8412
1997-09-01,Foreign,Lampung,Central Lampung,2.389
1997-09-01,Foreign,South Kalimantan,Tanah Laut,1.8081
1997-09-01,Foreign,West Java,Bandung,8.9972
1997-09-01,Foreign,West Java,Bekasi,219.6149
1997-09-01,Foreign,West Java,Bogor,4.9636
1997-09-01,Foreign,West Java,Karawang,6.9347
1997-09-01,Foreign,West Java,Purwakarta,3.0119
1997-09-01,Foreign,West Java,Tasikmalaya,0.0854
1997-12-01,Foreign,Bali,Badung,0.0097
1997-12-01,Foreign,Banten,Serang,57.8718
1997-12-01,Foreign,Banten,Tangerang,58.4987
1997-12-01,Foreign,Central Kalimantan,East Kotawaringin,5.8202
1997-12-01,Foreign,DI Yogyakarta,Sleman,3.0045
1997-12-01,Foreign,East Java,Gresik,1.143
1997-12-01,Foreign,East Java,Pasuruan,3.7404
1997-12-01,Foreign,East Java,Sidoarjo,7.06
1997-12-01,Foreign,Lampung,South Lampung,1.5401
1997-12-01,Foreign,Riau,Bengkalis,27.8563
1997-12-01,Foreign,West Java,Bekasi,293.5676
1997-12-01,Foreign,West Java,Bogor,11.646
1997-12-01,Foreign,West Java,Karawang,71.9166
1997-12-01,Foreign,West Java,Sukabumi,4.19
1997-12-01,Foreign,West Papua,Fak Fak,15.0
1997-12-01,Foreign,West Sumatera,Padang Pariaman,1.37
1998-03-01,Foreign,Bali,Badung,1.16
1998-03-01,Foreign,Banten,Serang,45.8959
1998-03-01,Foreign,Banten,Tangerang,49.3903
1998-03-01,Foreign,Central Java,Semarang,1.1
1998-03-01,Foreign,East Java,Mojokerto,6.5582
1998-03-01,Foreign,East Java,Pasuruan,14.942
1998-03-01,Foreign,Riau Islands,Bintan,15.167
1998-03-01,Foreign,West Java,Bandung,23.7702
1998-03-01,Foreign,West Java,Bekasi,201.4405
1998-03-01,Foreign,West Java,Bogor,95.2177
1998-03-01,Foreign,West Java,Indramayu,0.3
1998-03-01,Foreign,West Java,Karawang,36.3371
1998-03-01,Foreign,West Java,Subang,36.699
1998-06-01,Foreign,Bali,Badung,0.25
1998-06-01,Foreign,Banten,Serang,85.2267
1998-06-01,Foreign,Banten,Tangerang,32.174
1998-06-01,Foreign,Central Java,Jepara,0.1983
1998-06-01,Foreign,Central Java,Wonosobo,1.1
1998-06-01,Foreign,Central Kalimantan,Kapuas,1.0
1998-06-01,Foreign,East Java,Gresik,3.908
1998-06-01,Foreign,East Java,Malang,1.167
1998-06-01,Foreign,East Java,Mojokerto,92.7119
1998-06-01,Foreign,East Java,Pasuruan,9.2517
1998-06-01,Foreign,East Java,Sidoarjo,52.1102
1998-06-01,Foreign,Maluku,South East Maluku,0.6
1998-06-01,Foreign,North Sumatera,Deli Serdang,2.0
1998-06-01,Foreign,North Sumatera,Langkat,1.99
1998-06-01,Foreign,North Sumatera,Simalungun,9.542
1998-06-01,Foreign,South Kalimantan,Kotabaru,2.0905
1998-06-01,Foreign,West Java,Bandung,14.6684
1998-06-01,Foreign,West Java,Bekasi,382.7751
1998-06-01,Foreign,West Java,Bogor,25.8881
1998-06-01,Foreign,West Java,Indramayu,7.0
1998-06-01,Foreign,West Java,Karawang,137.9826
1998-06-01,Foreign,West Java,Purwakarta,5.8333
1998-06-01,Foreign,West Java,Sumedang,6.8568
1998-06-01,Foreign,West Kalimantan,Mempawah,1.56
1998-09-01,Foreign,Bali,Buleleng,7.5339
1998-09-01,Foreign,Banten,Serang,453.525
1998-09-01,Foreign,Banten,Tangerang,23.3074
1998-09-01,Foreign,Central Java,Cilacap,15.1
