date,tipe,provinsi,kabupaten,nilai_idr_bn
2015-06-01,Foreign,Central Java,Demak,0.5872
2015-06-01,Foreign,Central Java,Jepara,0.4547
2015-06-01,Foreign,Central Java,Karanganyar,0.3399
2015-06-01,Foreign,Central Java,Kendal,5.1402
2015-06-01,Foreign,Central Java,Pati,1.262
2015-06-01,Foreign,Central Java,Rembang,0.417
2015-06-01,Foreign,Central Java,Semarang,14.0198
2015-06-01,Foreign,Central Java,Sukoharjo,77.802
2015-06-01,Foreign,Central Java,Wonogiri,11.9
2015-06-01,Foreign,Central Kalimantan,East Kotawaringin,11.6031
2015-06-01,Foreign,Central Kalimantan,Gunung Mas,0.085
2015-06-01,Foreign,Central Kalimantan,Kapuas,8.4181
2015-06-01,Foreign,Central Kalimantan,Katingan,6.0082
2015-06-01,Foreign,Central Kalimantan,Murung Raya,1.7554
2015-06-01,Foreign,Central Kalimantan,West Kotawaringin,1.41
2015-06-01,Foreign,Central Papua,Mimika,291.6921
2015-06-01,Foreign,Central Papua,Nabire,9.3454
2015-06-01,Foreign,Central Sulawesi,Banggai,0.0485
2015-06-01,Foreign,Central Sulawesi,Morowali,117.319
2015-06-01,Foreign,Central Sulawesi,North Morowali,6.5
2015-06-01,Foreign,Central Sulawesi,Parigi Moutong,0.3279
2015-06-01,Foreign,Central Sulawesi,Tojo Una Una,0.1834
2015-06-01,Foreign,Central Sulawesi,Toli Toli,0.64
2015-06-01,Foreign,DI Yogyakarta,Bantul,0.7543
2015-06-01,Foreign,DI Yogyakarta,Gunung Kidul,0.0487
2015-06-01,Foreign,DI Yogyakarta,Kulon Progo,0.0519
2015-06-01,Foreign,DI Yogyakarta,Sleman,0.5647
2015-06-01,Foreign,East Java,Blitar,0.1076
2015-06-01,Foreign,East Java,Gresik,50.6653
2015-06-01,Foreign,East Java,Mojokerto,41.9207
2015-06-01,Foreign,East Java,Pasuruan,13.767
2015-06-01,Foreign,East Java,Probolinggo,3.4029
2015-06-01,Foreign,East Java,Sidoarjo,4.9149
2015-06-01,Foreign,East Kalimantan,Berau,3.6441
2015-06-01,Foreign,East Kalimantan,East Kutai,2.0322
2015-06-01,Foreign,East Kalimantan,Kutai Kartanegara,29.0165
2015-06-01,Foreign,East Kalimantan,Malinau,4.9543
2015-06-01,Foreign,East Kalimantan,West Kutai,98.5566
2015-06-01,Foreign,East Nusa Tenggara,Alor,1.4929
2015-06-01,Foreign,East Nusa Tenggara,Kupang,0.0459
2015-06-01,Foreign,East Nusa Tenggara,West Manggarai,0.1023
2015-06-01,Foreign,Gorontalo,Gorontalo,1.3579
2015-06-01,Foreign,Gorontalo,North Gorontalo,0.5228
2015-06-01,Foreign,Gorontalo,Pohuwato,0.1839
2015-06-01,Foreign,Jambi,East Tanjung Jabung,11.181
2015-06-01,Foreign,Jambi,Merangin,1.0522
2015-06-01,Foreign,Jambi,Sarolangun,42.615
2015-06-01,Foreign,Jambi,West Tanjung Jabung,0.7
2015-06-01,Foreign,Lampung,Central Lampung,0.1078
2015-06-01,Foreign,Lampung,Mesuji,21.1732
2015-06-01,Foreign,Lampung,Tanggamus,23.0802
2015-06-01,Foreign,Maluku,South West Maluku,2.64
2015-06-01,Foreign,North Kalimantan,Bulungan,21.158
2015-06-01,Foreign,North Kalimantan,Malinau,4.9543
2015-06-01,Foreign,North Kalimantan,Nunukan,22.0422
2015-06-01,Foreign,North Maluku,Central Halmahera,0.3256
2015-06-01,Foreign,North Maluku,North Halmahera,0.2058
2015-06-01,Foreign,North Maluku,South Halmahera,6.9814
2015-06-01,Foreign,North Maluku,Sula Islands,3.8139
2015-06-01,Foreign,North Sulawesi,Bolaang Mangondow,0.0363
2015-06-01,Foreign,North Sulawesi,Minahasa,0.0029
2015-06-01,Foreign,North Sulawesi,North Bolaang Mangondow,0.2915
2015-06-01,Foreign,North Sulawesi,North Minahasa,21.85
2015-06-01,Foreign,North Sulawesi,South East Minahasa,0.0303
2015-06-01,Foreign,North Sulawesi,South Minahasa,21.5349
2015-06-01,Foreign,North Sumatera,Asahan,0.8102
2015-06-01,Foreign,North Sumatera,Deli Serdang,87.6905
2015-06-01,Foreign,North Sumatera,Labuhanbatu,0.4298
2015-06-01,Foreign,North Sumatera,Langkat,3.6582
2015-06-01,Foreign,North Sumatera,Mandailing Natal,3.9519
2015-06-01,Foreign,North Sumatera,Pakpak Bharat,0.0139
2015-06-01,Foreign,North Sumatera,Simalungun,68.6462
2015-06-01,Foreign,Papua,Jayapura,0.048
2015-06-01,Foreign,Papua,Keerom,8.2436
2015-06-01,Foreign,Papua,Sarmi,9.1313
2015-06-01,Foreign,Riau,Bengkalis,10.0268
2015-06-01,Foreign,Riau,Indragiri Hilir,0.4042
2015-06-01,Foreign,Riau,Kampar,13.4485
2015-06-01,Foreign,Riau,Kuantan Singingi,0.4003
2015-06-01,Foreign,Riau,Rokan Hilir,0.8502
2015-06-01,Foreign,Riau,Siak,2.0493
2015-06-01,Foreign,Riau Islands,Bintan,51.7209
2015-06-01,Foreign,South East Sulawesi,Bombana,0.1013
2015-06-01,Foreign,South East Sulawesi,Kolaka,0.93
2015-06-01,Foreign,South East Sulawesi,Konawe,12.0896
2015-06-01,Foreign,South East Sulawesi,North Konawe,0.5096
2015-06-01,Foreign,South East Sulawesi,South Konawe,2.6942
2015-06-01,Foreign,South Kalimantan,Kotabaru,0.5671
2015-06-01,Foreign,South Kalimantan,Tabalong,0.4
2015-06-01,Foreign,South Kalimantan,Tanah Laut,11.56
2015-06-01,Foreign,South Papua,Merauke,14.6282
2015-06-01,Foreign,South Sulawesi,Bantaeng,4.177
2015-06-01,Foreign,South Sulawesi,Barru,0.9396
2015-06-01,Foreign,South Sulawesi,East Luwu,2.08
2015-06-01,Foreign,South Sulawesi,Enrekang,0.0169
2015-06-01,Foreign,South Sulawesi,Luwu,36.0987
2015-06-01,Foreign,South Sulawesi,Maros,1.0469
2015-06-01,Foreign,South Sulawesi,Sidenreng Rappang,1.0824
2015-06-01,Foreign,South Sulawesi,Wajo,24.8642
2015-06-01,Foreign,South Sumatera,Banyuasin,1.1584
2015-06-01,Foreign,South Sumatera,Empat Lawang,0.0885
2015-06-01,Foreign,South Sumatera,Muara Enim,12.4881
2015-06-01,Foreign,South Sumatera,Musi Banyuasin,3.3597
2015-06-01,Foreign,South Sumatera,Musi Rawas,0.1861
2015-06-01,Foreign,South Sumatera,Ogan Komering Ilir,119.3768
2015-06-01,Foreign,South Sumatera,Ogan Komering Ulu,0.808
2015-06-01,Foreign,South Sumatera,South Ogan Komering Ulu,0.1735
2015-06-01,Foreign,South West Papua,Sorong,0.0427
2015-06-01,Foreign,South West Papua,South Sorong,2.9225
2015-06-01,Foreign,West Java,Bandung,12.0901
2015-06-01,Foreign,West Java,Bekasi,487.4558
2015-06-01,Foreign,West Java,Bogor,24.2818
2015-06-01,Foreign,West Java,Cianjur,1.2557
2015-06-01,Foreign,West Java,Cirebon,26.0368
2015-06-01,Foreign,West Java,Garut,0.184
2015-06-01,Foreign,West Java,Indramayu,21.4231
2015-06-01,Foreign,West Java,Karawang,279.1052
2015-06-01,Foreign,West Java,Kuningan,0.1126
2015-06-01,Foreign,West Java,Majalengka,56.6528
2015-06-01,Foreign,West Java,Purwakarta,36.9257
2015-06-01,Foreign,West Java,Subang,56.8007
2015-06-01,Foreign,West Java,Sukabumi,182.3771
2015-06-01,Foreign,West Java,Sumedang,0.6061
2015-06-01,Foreign,West Java,West Bandung,2.042
2015-06-01,Foreign,West Kalimantan,Kayong Utara,0.0556
2015-06-01,Foreign,West Kalimantan,Ketapang,94.9322
2015-06-01,Foreign,West Kalimantan,Kubu Raya,0.3954
2015-06-01,Foreign,West Kalimantan,Landak,0.8321
2015-06-01,Foreign,West Kalimantan,Mempawah,6.0113
2015-06-01,Foreign,West Kalimantan,Sambas,0.9926
2015-06-01,Foreign,West Kalimantan,Sanggau,6.9216
2015-06-01,Foreign,West Kalimantan,Sintang,14.0472
2015-06-01,Foreign,West Nusa Tenggara,Central Lombok,0.5221
2015-06-01,Foreign,West Nusa Tenggara,East Lombok,0.2483
2015-06-01,Foreign,West Nusa Tenggara,North Lombok,0.1807
2015-06-01,Foreign,West Nusa Tenggara,Sumbawa,85.7437
2015-06-01,Foreign,West Nusa Tenggara,West Lombok,0.05
2015-06-01,Foreign,West Nusa Tenggara,West Sumbawa,0.1213
2015-06-01,Foreign,West Papua,Manokwari,54.7597
2015-06-01,Foreign,West Sulawesi,Mamuju,0.4588
2015-06-01,Foreign,West Sumatera,Agam,0.0125
2015-06-01,Foreign,West Sumatera,Padang Pariaman,0.0042
2015-06-01,Foreign,West Sumatera,Pasaman,0.2608
2015-06-01,Foreign,West Sumatera,Solok,10.5795
2015-06-01,Foreign,West Sumatera,South Solok,0.776
2015-06-01,Foreign,West Sumatera,Tanah Datar,0.0683
2015-06-01,Foreign,West Sumatera,West Pasaman,0.243
2015-09-01,Foreign,Aceh,Aceh Besar,0.2232
2015-09-01,Foreign,Aceh,Bener Meriah,0.4473
2015-09-01,Foreign,Aceh,Nagan Raya,0.2589
2015-09-01,Foreign,Aceh,North Aceh,0.8
2015-09-01,Foreign,Aceh,South East Aceh,0.24
2015-09-01,Foreign,Aceh,West Aceh,0.024
2015-09-01,Foreign,Bali,Badung,106.5712
2015-09-01,Foreign,Bali,Buleleng,93.3349
2015-09-01,Foreign,Bali,Gianyar,5.9105
2015-09-01,Foreign,Bali,Karangasem,0.035
2015-09-01,Foreign,Bali,Klungkung,1.229
2015-09-01,Foreign,Bali,Tabanan,5.0211
2015-09-01,Foreign,Bangka Belitung,Bangka,8.4089
2015-09-01,Foreign,Bangka Belitung,Belitung,0.587
2015-09-01,Foreign,Bangka Belitung,Central Bangka,1.3571
2015-09-01,Foreign,Bangka Belitung,East Belitung,4.4241
2015-09-01,Foreign,Bangka Belitung,South Bangka,14.6351
2015-09-01,Foreign,Banten,Lebak,105.8968
2015-09-01,Foreign,Banten,Pandeglang,0.0572
2015-09-01,Foreign,Banten,Serang,159.8661
2015-09-01,Foreign,Banten,Tangerang,184.4199
2015-09-01,Foreign,Bengkulu,Central Bengkulu,0.441
2015-09-01,Foreign,Bengkulu,Kaur,0.172
2015-09-01,Foreign,Bengkulu,Muko Muko,2.8781
2015-09-01,Foreign,Bengkulu,North Bengkulu,0.0604
2015-09-01,Foreign,Bengkulu,Rejang Lebong,0.5305
2015-09-01,Foreign,Central Java,Banyumas,2.3
2015-09-01,Foreign,Central Java,Batang,1.439
2015-09-01,Foreign,Central Java,Boyolali,5.3955
2015-09-01,Foreign,Central Java,Cilacap,20.0947
2015-09-01,Foreign,Central Java,Demak,7.9371
2015-09-01,Foreign,Central Java,Grobogan,0.0033
2015-09-01,Foreign,Central Java,Jepara,5.7036
2015-09-01,Foreign,Central Java,Karanganyar,0.416
2015-09-01,Foreign,Central Java,Kendal,0.6764
2015-09-01,Foreign,Central Java,Klaten,0.089
2015-09-01,Foreign,Central Java,Pati,0.1744
2015-09-01,Foreign,Central Java,Pekalongan,10.4517
2015-09-01,Foreign,Central Java,Pemalang,1.037
2015-09-01,Foreign,Central Java,Purbalingga,3.3596
2015-09-01,Foreign,Central Java,Semarang,9.8007
2015-09-01,Foreign,Central Java,Sragen,4.892
2015-09-01,Foreign,Central Java,Sukoharjo,22.6867
2015-09-01,Foreign,Central Java,Wonogiri,0.4158
2015-09-01,Foreign,Central Kalimantan,East Barito,0.2631
2015-09-01,Foreign,Central Kalimantan,East Kotawaringin,23.6896
2015-09-01,Foreign,Central Kalimantan,Gunung Mas,0.0949
2015-09-01,Foreign,Central Kalimantan,Kapuas,17.9479
2015-09-01,Foreign,Central Kalimantan,Katingan,6.2336
2015-09-01,Foreign,Central Kalimantan,Murung Raya,0.1128
2015-09-01,Foreign,Central Kalimantan,North Barito,0.0184
2015-09-01,Foreign,Central Kalimantan,Seruyan,15.7673
2015-09-01,Foreign,Central Kalimantan,South Barito,1.6228
2015-09-01,Foreign,Central Kalimantan,West Kotawaringin,1.8965
2015-09-01,Foreign,Central Papua,Mimika,198.0576
2015-09-01,Foreign,Central Papua,Nabire,0.008
2015-09-01,Foreign,Central Sulawesi,Banggai,34.2519
2015-09-01,Foreign,Central Sulawesi,Morowali,51.8183
2015-09-01,Foreign,Central Sulawesi,North Morowali,6.5
2015-09-01,Foreign,Central Sulawesi,Parigi Moutong,0.0185
2015-09-01,Foreign,Central Sulawesi,Tojo Una Una,0.0577
2015-09-01,Foreign,DI Yogyakarta,Bantul,5.1484
2015-09-01,Foreign,DI Yogyakarta,Kulon Progo,4.5589
2015-09-01,Foreign,DI Yogyakarta,Sleman,1.2503
2015-09-01,Foreign,DKI Jakarta,Seribu Islands,1.2
2015-09-01,Foreign,East Java,Banyuwangi,0.4988
2015-09-01,Foreign,East Java,Blitar,4.3366
2015-09-01,Foreign,East Java,Gresik,35.6892
2015-09-01,Foreign,East Java,Jombang,2.5683
2015-09-01,Foreign,East Java,Malang,2.321
2015-09-01,Foreign,East Java,Mojokerto,36.6322
2015-09-01,Foreign,East Java,Pasuruan,16.0335
2015-09-01,Foreign,East Java,Probolinggo,723.0669
2015-09-01,Foreign,East Java,Sidoarjo,14.0958
2015-09-01,Foreign,East Java,Situbondo,0.1562
2015-09-01,Foreign,East Kalimantan,Berau,3.3261
2015-09-01,Foreign,East Kalimantan,East Kutai,89.1551
2015-09-01,Foreign,East Kalimantan,Kutai Kartanegara,81.9949
2015-09-01,Foreign,East Kalimantan,North Penajam Paser,11.682
2015-09-01,Foreign,East Kalimantan,Paser,0.1259
2015-09-01,Foreign,East Kalimantan,West Kutai,5.7567
2015-09-01,Foreign,East Nusa Tenggara,Belu,0.024
2015-09-01,Foreign,East Nusa Tenggara,East Sumba,3.24
2015-09-01,Foreign,East Nusa Tenggara,Kupang,3.73
2015-09-01,Foreign,East Nusa Tenggara,North-Central Timor,1.5
2015-09-01,Foreign,East Nusa Tenggara,Rote Ndao,0.45
2015-09-01,Foreign,East Nusa Tenggara,West Manggarai,8.5302
2015-09-01,Foreign,East Nusa Tenggara,West Sumba,4.4304
2015-09-01,Foreign,Gorontalo,Bone Bolango,0.3742
2015-09-01,Foreign,Gorontalo,Gorontalo,0.3696
2015-09-01,Foreign,Gorontalo,North Gorontalo,0.0001
2015-09-01,Foreign,Jambi,Muaro Jambi,30.8735
2015-09-01,Foreign,Jambi,Sarolangun,0.0787
2015-09-01,Foreign,Jambi,West Tanjung Jabung,0.0006
2015-09-01,Foreign,Lampung,Central Lampung,8.3403
2015-09-01,Foreign,Lampung,South Lampung,6.8659
2015-09-01,Foreign,Lampung,Tanggamus,13.5214
2015-09-01,Foreign,Lampung,West Pesisir,0.35
2015-09-01,Foreign,Maluku,South West Maluku,76.4823
2015-09-01,Foreign,North Kalimantan,Bulungan,137.9211
2015-09-01,Foreign,North Maluku,Central Halmahera,9.3443
2015-09-01,Foreign,North Maluku,North Halmahera,28.7497
2015-09-01,Foreign,North Maluku,South Halmahera,42.4331
2015-09-01,Foreign,North Maluku,Sula Islands,8.1079
2015-09-01,Foreign,North Maluku,West Halmahera,0.0331
2015-09-01,Foreign,North Sulawesi,Bolaang Mangondow,6.8424
2015-09-01,Foreign,North Sulawesi,Minahasa,0.0578
2015-09-01,Foreign,North Sulawesi,North Bolaang Mangondow,0.0573
2015-09-01,Foreign,North Sulawesi,North Minahasa,2.5745
2015-09-01,Foreign,North Sulawesi,South Bolaang Mangondow,0.0013
2015-09-01,Foreign,North Sulawesi,South East Minahasa,0.0758
2015-09-01,Foreign,North Sumatera,Asahan,0.4527
2015-09-01,Foreign,North Sumatera,Deli Serdang,162.1891
2015-09-01,Foreign,North Sumatera,Karo,3.4259
2015-09-01,Foreign,North Sumatera,Labuhanbatu,0.0376
2015-09-01,Foreign,North Sumatera,Langkat,8.5362
2015-09-01,Foreign,North Sumatera,Mandailing Natal,4.6525
2015-09-01,Foreign,North Sumatera,North Tapanuli,25.7692
2015-09-01,Foreign,North Sumatera,Padang Lawas,0.0035
2015-09-01,Foreign,North Sumatera,Pakpak Bharat,0.8607
2015-09-01,Foreign,North Sumatera,Serdang Bedagai,2.5852
2015-09-01,Foreign,North Sumatera,Simalungun,0.0001
2015-09-01,Foreign,North Sumatera,South Tapanuli,14.9381
2015-09-01,Foreign,North Sumatera,Toba Samosir,1.0479
2015-09-01,Foreign,Papua,Jayapura,0.002
2015-09-01,Foreign,Papua,Keerom,3.2395
2015-09-01,Foreign,Riau,Bengkalis,6.1129
2015-09-01,Foreign,Riau,Indragiri Hilir,2.2999
2015-09-01,Foreign,Riau,Indragiri Hulu,0.0531
2015-09-01,Foreign,Riau,Kampar,11.2662
2015-09-01,Foreign,Riau,Kuantan Singingi,13.1842
2015-09-01,Foreign,Riau,Pelalawan,150.8442
2015-09-01,Foreign,Riau,Rokan Hilir,0.316
2015-09-01,Foreign,Riau,Rokan Hulu,8.0481
2015-09-01,Foreign,Riau,Siak,0.8695
2015-09-01,Foreign,Riau Islands,Anambas Islands,0.8895
2015-09-01,Foreign,Riau Islands,Bintan,27.403
2015-09-01,Foreign,Riau Islands,Karimun,4.437
2015-09-01,Foreign,South East Sulawesi,Bombana,0.0537
2015-09-01,Foreign,South East Sulawesi,Kolaka,0.7512
2015-09-01,Foreign,South East Sulawesi,Konawe,0.0208
2015-09-01,Foreign,South East Sulawesi,North Konawe,8.4588
2015-09-01,Foreign,South East Sulawesi,South Konawe,27.5273
2015-09-01,Foreign,South Kalimantan,Banjar,91.025
2015-09-01,Foreign,South Kalimantan,Barito Kuala,48.2939
2015-09-01,Foreign,South Kalimantan,Kotabaru,0.1005
2015-09-01,Foreign,South Kalimantan,Tabalong,81.1781
2015-09-01,Foreign,South Kalimantan,Tanah Bumbu,6.0111
2015-09-01,Foreign,South Kalimantan,Tanah Laut,3.2
2015-09-01,Foreign,South Kalimantan,Tapin,117.3216
2015-09-01,Foreign,South Papua,Merauke,0.021
2015-09-01,Foreign,South Sulawesi,Bantaeng,8.1819
2015-09-01,Foreign,South Sulawesi,Barru,8.0
2015-09-01,Foreign,South Sulawesi,Maros,15.8896
2015-09-01,Foreign,South Sulawesi,Pangkajene Islands,0.0654
2015-09-01,Foreign,South Sulawesi,Pinrang,0.2
2015-09-01,Foreign,South Sumatera,Empat Lawang,0.7602
2015-09-01,Foreign,South Sumatera,Lahat,0.2987
2015-09-01,Foreign,South Sumatera,Muara Enim,5.72
2015-09-01,Foreign,South Sumatera,Musi Banyuasin,0.513
2015-09-01,Foreign,South Sumatera,Musi Rawas,10.846
2015-09-01,Foreign,South Sumatera,Ogan Komering Ilir,137.3078
2015-09-01,Foreign,South Sumatera,South Ogan Komering Ulu,0.0283
2015-09-01,Foreign,South West Papua,Raja Ampat,0.0662
2015-09-01,Foreign,South West Papua,Sorong,1.4231
2015-09-01,Foreign,South West Papua,South Sorong,58.9091
2015-09-01,Foreign,West Java,Bandung,22.371
2015-09-01,Foreign,West Java,Bekasi,734.044
2015-09-01,Foreign,West Java,Bogor,19.088
2015-09-01,Foreign,West Java,Cianjur,18.592
2015-09-01,Foreign,West Java,Cirebon,8.2107
2015-09-01,Foreign,West Java,Garut,0.96
2015-09-01,Foreign,West Java,Indramayu,7.0573
2015-09-01,Foreign,West Java,Karawang,377.0141
2015-09-01,Foreign,West Java,Kuningan,0.2103
2015-09-01,Foreign,West Java,Majalengka,24.2157
2015-09-01,Foreign,West Java,Purwakarta,51.0349
2015-09-01,Foreign,West Java,Subang,107.1678
2015-09-01,Foreign,West Java,Sukabumi,67.3044
2015-09-01,Foreign,West Java,Sumedang,19.7671
2015-09-01,Foreign,West Java,Tasikmalaya,0.0013
2015-09-01,Foreign,West Java,West Bandung,1.6356
2015-09-01,Foreign,West Kalimantan,Bengkayang,15.0504
2015-09-01,Foreign,West Kalimantan,Kapuas Hulu,0.0528
2015-09-01,Foreign,West Kalimantan,Kayong Utara,0.0084
2015-09-01,Foreign,West Kalimantan,Ketapang,222.61
2015-09-01,Foreign,West Kalimantan,Kubu Raya,0.9697
2015-09-01,Foreign,West Kalimantan,Landak,7.554
2015-09-01,Foreign,West Kalimantan,Melawi,62.1307
2015-09-01,Foreign,West Kalimantan,Mempawah,243.2193
2015-09-01,Foreign,West Kalimantan,Sambas,3.903
2015-09-01,Foreign,West Kalimantan,Sanggau,12.5805
2015-09-01,Foreign,West Kalimantan,Sekadau,0.0553
2015-09-01,Foreign,West Kalimantan,Sintang,4.4943
2015-09-01,Foreign,West Nusa Tenggara,Central Lombok,2.3381
2015-09-01,Foreign,West Nusa Tenggara,East Lombok,3.6024
2015-09-01,Foreign,West Nusa Tenggara,North Lombok,1.1723
2015-09-01,Foreign,West Nusa Tenggara,Sumbawa,164.4423
2015-09-01,Foreign,West Nusa Tenggara,West Lombok,0.0962
2015-09-01,Foreign,West Papua,Manokwari,0.002
2015-09-01,Foreign,West Sulawesi,Mamasa,0.0358
2015-09-01,Foreign,West Sulawesi,Mamuju,0.7093
2015-09-01,Foreign,West Sumatera,Agam,0.6351
2015-09-01,Foreign,West Sumatera,Pasaman,0.0023
2015-09-01,Foreign,West Sumatera,Sijunjung,0.1472
2015-09-01,Foreign,West Sumatera,Solok,0.0176
2015-09-01,Foreign,West Sumatera,South Pesisir,7.0577
2015-09-01,Foreign,West Sumatera,South Solok,1.8992
2015-09-01,Foreign,West Sumatera,West Pasaman,0.75
2015-12-01,Foreign,Aceh,Aceh Besar,0.0248
2015-12-01,Foreign,Aceh,East Aceh,2.038
2015-12-01,Foreign,Aceh,Gayo Lues,0.3053
2015-12-01,Foreign,Aceh,Nagan Raya,0.2701
2015-12-01,Foreign,Aceh,South East Aceh,0.2854
2015-12-01,Foreign,Aceh,West Aceh,0.0696
2015-12-01,Foreign,Bali,Badung,26.029
2015-12-01,Foreign,Bali,Buleleng,0.0332
2015-12-01,Foreign,Bali,Gianyar,1.0441
2015-12-01,Foreign,Bali,Karangasem,0.8369
2015-12-01,Foreign,Bali,Klungkung,1.6298
2015-12-01,Foreign,Bali,Tabanan,0.355
2015-12-01,Foreign,Bangka Belitung,Bangka,0.7608
2015-12-01,Foreign,Bangka Belitung,Belitung,0.7395
2015-12-01,Foreign,Bangka Belitung,East Belitung,0.1789
2015-12-01,Foreign,Banten,Lebak,75.5753
2015-12-01,Foreign,Banten,Serang,250.7031
2015-12-01,Foreign,Banten,Tangerang,66.5058
2015-12-01,Foreign,Bengkulu,Kaur,0.2532
2015-12-01,Foreign,Bengkulu,North Bengkulu,0.9209
2015-12-01,Foreign,Bengkulu,Rejang Lebong,0.0039
2015-12-01,Foreign,Central Java,Batang,26.7513
2015-12-01,Foreign,Central Java,Boyolali,6.7606
2015-12-01,Foreign,Central Java,Brebes,1.8886
2015-12-01,Foreign,Central Java,Grobogan,0.0065
2015-12-01,Foreign,Central Java,Jepara,19.03
2015-12-01,Foreign,Central Java,Kendal,32.726
2015-12-01,Foreign,Central Java,Klaten,0.2352
2015-12-01,Foreign,Central Java,Pati,0.2367
2015-12-01,Foreign,Central Java,Pekalongan,0.1
2015-12-01,Foreign,Central Java,Purbalingga,0.6866
2015-12-01,Foreign,Central Java,Rembang,0.0011
2015-12-01,Foreign,Central Java,Semarang,14.0523
2015-12-01,Foreign,Central Java,Sukoharjo,115.2429
2015-12-01,Foreign,Central Java,Temanggung,1.0
2015-12-01,Foreign,Central Java,Wonogiri,0.1874
2015-12-01,Foreign,Central Kalimantan,East Barito,57.6326
2015-12-01,Foreign,Central Kalimantan,East Kotawaringin,92.1683
2015-12-01,Foreign,Central Kalimantan,Gunung Mas,264.1997
2015-12-01,Foreign,Central Kalimantan,Kapuas,238.7456
2015-12-01,Foreign,Central Kalimantan,Katingan,2.4598
2015-12-01,Foreign,Central Kalimantan,Murung Raya,0.0064
2015-12-01,Foreign,Central Kalimantan,North Barito,0.9124
2015-12-01,Foreign,Central Kalimantan,Seruyan,2.9605
2015-12-01,Foreign,Central Kalimantan,South Barito,0.1988
2015-12-01,Foreign,Central Kalimantan,West Kotawaringin,0.5161
2015-12-01,Foreign,Central Papua,Mimika,30.21
2015-12-01,Foreign,Central Papua,Nabire,20.0134
2015-12-01,Foreign,Central Sulawesi,Banggai,34.3864
2015-12-01,Foreign,Central Sulawesi,Morowali,388.6353
2015-12-01,Foreign,Central Sulawesi,North Morowali,35.0235
2015-12-01,Foreign,Central Sulawesi,Parigi Moutong,0.0787
2015-12-01,Foreign,Central Sulawesi,Poso,0.1922
2015-12-01,Foreign,Central Sulawesi,Tojo Una Una,1.9399
2015-12-01,Foreign,DI Yogyakarta,Bantul,0.1811
2015-12-01,Foreign,DI Yogyakarta,Gunung Kidul,0.883
2015-12-01,Foreign,DI Yogyakarta,Kulon Progo,1.4731
2015-12-01,Foreign,DI Yogyakarta,Sleman,1.9527
2015-12-01,Foreign,East Java,Blitar,0.0385
2015-12-01,Foreign,East Java,Bondowoso,0.4708
2015-12-01,Foreign,East Java,Gresik,1.4884
2015-12-01,Foreign,East Java,Jember,1.4026
2015-12-01,Foreign,East Java,Jombang,0.0207
2015-12-01,Foreign,East Java,Malang,0.2
2015-12-01,Foreign,East Java,Mojokerto,58.1892
2015-12-01,Foreign,East Java,Ngawi,6.1958
2015-12-01,Foreign,East Java,Pasuruan,34.6779
2015-12-01,Foreign,East Java,Probolinggo,640.0
2015-12-01,Foreign,East Java,Sidoarjo,44.5133
2015-12-01,Foreign,East Java,Situbondo,1.4
2015-12-01,Foreign,East Java,Sumenep,95.4309
2015-12-01,Foreign,East Kalimantan,Berau,7.9602
2015-12-01,Foreign,East Kalimantan,East Kutai,98.5812
2015-12-01,Foreign,East Kalimantan,Kutai Kartanegara,128.2441
2015-12-01,Foreign,East Kalimantan,North Penajam Paser,0.0375
2015-12-01,Foreign,East Kalimantan,Paser,4.8369
2015-12-01,Foreign,East Kalimantan,Tana Tidung,0.7275
2015-12-01,Foreign,East Kalimantan,West Kutai,106.3315
2015-12-01,Foreign,East Nusa Tenggara,Alor,0.6
2015-12-01,Foreign,East Nusa Tenggara,Central Sumba,1.7
2015-12-01,Foreign,East Nusa Tenggara,East Flores,0.1215
2015-12-01,Foreign,East Nusa Tenggara,Kupang,27.7191
2015-12-01,Foreign,East Nusa Tenggara,West Manggarai,0.0102
2015-12-01,Foreign,East Nusa Tenggara,West Sumba,1.1859
2015-12-01,Foreign,Gorontalo,Bone Bolango,0.2699
2015-12-01,Foreign,Gorontalo,Gorontalo,1.4266
2015-12-01,Foreign,Gorontalo,North Gorontalo,0.9216
2015-12-01,Foreign,Gorontalo,Pohuwato,0.6966
2015-12-01,Foreign,Jambi,Batanghari,2.8118
2015-12-01,Foreign,Jambi,Merangin,0.1423
2015-12-01,Foreign,Jambi,Muaro Jambi,0.1006
2015-12-01,Foreign,Jambi,Sarolangun,0.0392
2015-12-01,Foreign,Lampung,Central Lampung,0.4034
2015-12-01,Foreign,Lampung,Mesuji,2.0526
2015-12-01,Foreign,Lampung,South Lampung,3.8692
2015-12-01,Foreign,Lampung,Tanggamus,12.926
2015-12-01,Foreign,Lampung,Way Kanan,1.8677
2015-12-01,Foreign,Lampung,West Pesisir,0.154
2015-12-01,Foreign,Maluku,South West Maluku,0.0378
2015-12-01,Foreign,North Kalimantan,Bulungan,12.2472
2015-12-01,Foreign,North Kalimantan,Nunukan,20.1221
2015-12-01,Foreign,North Kalimantan,Tana Tidung,0.7275
2015-12-01,Foreign,North Maluku,Central Halmahera,2.5575
2015-12-01,Foreign,North Maluku,East Halmahera,0.5578
2015-12-01,Foreign,North Maluku,North Halmahera,0.0144
2015-12-01,Foreign,North Maluku,South Halmahera,49.3018
2015-12-01,Foreign,North Maluku,Sula Islands,2.6852
2015-12-01,Foreign,North Maluku,Taliabu Island,15.7156
2015-12-01,Foreign,North Maluku,West Halmahera,0.0013
